folio,cliente_id,cliente_nombre,industria,segmento,ejecutivo,fecha_emision,fecha_vencimiento,dias_mora,tramo_mora,monto_original,monto_pagado,saldo_deudor,estado,region
10465,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Carlos Rojas,2023-06-07,2023-09-05,543,>180 días,6523000.0,2701000.0,3822000.0,Acuerdo de Pago,Antofagasta
10466,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Paola Muñoz,2024-01-05,2024-02-04,391,>180 días,71906000.0,2268000.0,69638000.0,Castigada,Antofagasta
10467,C006,Farmacia Cruz Verde S.A.,Retail,Grande,María González,2025-02-18,2025-04-19,0,0-30 días,56610000.0,0.0,56610000.0,Vigente,Valparaíso
10468,C002,Supermercados Del Sur S.A.,Retail,Grande,Valentina Soto,2023-07-11,2023-10-09,509,>180 días,68065000.0,3141000.0,64924000.0,Castigada,Araucanía
10469,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Valentina Soto,2023-04-16,2023-05-16,655,>180 días,2696000.0,172000.0,2524000.0,Castigada,Metropolitana
10470,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,María González,2024-09-04,2024-11-03,118,91-180 días,1603000.0,0.0,1603000.0,En Gestión,Biobío
10471,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Valentina Soto,2024-02-02,2024-03-03,363,>180 días,1585000.0,590000.0,995000.0,Acuerdo de Pago,Valparaíso
10472,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Carlos Rojas,2024-06-17,2024-08-01,212,>180 días,2177000.0,280000.0,1897000.0,Acuerdo de Pago,Valparaíso
10473,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,María González,2023-11-05,2024-01-04,422,>180 días,1170000.0,86000.0,1084000.0,Castigada,Valparaíso
10474,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,María González,2023-10-10,2024-01-08,418,>180 días,1114000.0,86000.0,1028000.0,Castigada,Biobío
10475,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Carlos Rojas,2023-09-10,2023-12-09,448,>180 días,3593000.0,35000.0,3558000.0,Castigada,Antofagasta
10476,C002,Supermercados Del Sur S.A.,Retail,Grande,Andrés Torres,2023-05-19,2023-07-18,592,>180 días,54523000.0,114000.0,54409000.0,Castigada,Biobío
10477,C014,Hotel Costanera SpA,Turismo,Mediana,Paola Muñoz,2024-09-27,2024-12-26,65,61-90 días,14550000.0,0.0,14550000.0,Vencida,Antofagasta
10478,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Valentina Soto,2024-03-16,2024-04-30,305,>180 días,62692000.0,1289000.0,61403000.0,Castigada,Valparaíso
10479,C008,Corporación Educacional Norte,Educación,Mediana,Paola Muñoz,2023-11-18,2024-01-02,424,>180 días,9610000.0,3436000.0,6174000.0,Acuerdo de Pago,Biobío
10480,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Valentina Soto,2024-12-12,2025-03-12,0,0-30 días,2909000.0,0.0,2909000.0,Vigente,Valparaíso
10481,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Andrés Torres,2024-01-21,2024-03-21,345,>180 días,64904000.0,22116000.0,42788000.0,Acuerdo de Pago,Biobío
10482,C002,Supermercados Del Sur S.A.,Retail,Grande,Valentina Soto,2024-07-31,2024-09-14,168,91-180 días,48682000.0,3196000.0,45486000.0,Castigada,Valparaíso
10483,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Andrés Torres,2024-07-17,2024-08-16,197,>180 días,5736000.0,1089000.0,4647000.0,Acuerdo de Pago,Valparaíso
10484,C008,Corporación Educacional Norte,Educación,Mediana,Andrés Torres,2023-10-26,2023-11-25,462,>180 días,7049000.0,2433000.0,4616000.0,Acuerdo de Pago,Antofagasta
10485,C003,Clínica Santa María SpA,Salud,Mediana,Carlos Rojas,2024-10-10,2024-12-09,82,61-90 días,4370000.0,0.0,4370000.0,En Gestión,Antofagasta
10486,C013,Seguros Continental S.A.,Seguros,Grande,Valentina Soto,2024-01-22,2024-02-21,374,>180 días,19810000.0,566000.0,19244000.0,Castigada,Antofagasta
10487,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Paola Muñoz,2024-02-15,2024-05-15,290,>180 días,2555000.0,235000.0,2320000.0,Castigada,Araucanía
10488,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Carlos Rojas,2024-10-15,2024-11-14,107,91-180 días,1436000.0,627000.0,809000.0,Acuerdo de Pago,Biobío
10489,C003,Clínica Santa María SpA,Salud,Mediana,Andrés Torres,2024-10-24,2024-11-23,98,91-180 días,11870000.0,211000.0,11659000.0,Castigada,Biobío
10490,C013,Seguros Continental S.A.,Seguros,Grande,Paola Muñoz,2024-03-16,2024-04-15,320,>180 días,45877000.0,198000.0,45679000.0,Castigada,Valparaíso
10491,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2025-02-03,2025-03-20,0,0-30 días,17361000.0,0.0,17361000.0,Vigente,Biobío
10492,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,María González,2024-04-19,2024-06-03,271,>180 días,1567000.0,132000.0,1435000.0,Castigada,Antofagasta
10493,C002,Supermercados Del Sur S.A.,Retail,Grande,María González,2023-10-30,2024-01-28,398,>180 días,59960000.0,18189000.0,41771000.0,Acuerdo de Pago,Metropolitana
10494,C014,Hotel Costanera SpA,Turismo,Mediana,Paola Muñoz,2025-01-17,2025-03-03,0,0-30 días,8910000.0,0.0,8910000.0,Vigente,Biobío
10495,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Paola Muñoz,2024-04-11,2024-05-26,279,>180 días,70499000.0,1128000.0,69371000.0,Castigada,Antofagasta
10496,C002,Supermercados Del Sur S.A.,Retail,Grande,Paola Muñoz,2024-03-24,2024-06-22,252,>180 días,39617000.0,2878000.0,36739000.0,Castigada,Metropolitana
10497,C013,Seguros Continental S.A.,Seguros,Grande,Paola Muñoz,2024-12-28,2025-01-27,33,31-60 días,79386000.0,0.0,79386000.0,En Gestión,Metropolitana
10498,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Valentina Soto,2023-06-18,2023-08-02,577,>180 días,3856000.0,283000.0,3573000.0,Castigada,Valparaíso
10499,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Carlos Rojas,2024-07-27,2024-10-25,127,91-180 días,51199000.0,0.0,51199000.0,En Gestión,Antofagasta
10500,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Andrés Torres,2023-07-08,2023-08-22,557,>180 días,8759000.0,667000.0,8092000.0,Castigada,Antofagasta
10501,C001,Constructora Los Andes Ltda.,Construcción,Grande,Andrés Torres,2025-01-25,2025-03-11,0,0-30 días,7648000.0,0.0,7648000.0,Vigente,Araucanía
10502,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Carlos Rojas,2024-02-03,2024-03-04,362,>180 días,1048000.0,167000.0,881000.0,Acuerdo de Pago,Biobío
10503,C013,Seguros Continental S.A.,Seguros,Grande,Valentina Soto,2024-12-21,2025-01-20,40,31-60 días,27920000.0,6905000.0,21015000.0,Acuerdo de Pago,Valparaíso
10504,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Paola Muñoz,2023-11-30,2024-01-14,412,>180 días,38646000.0,2292000.0,36354000.0,Castigada,Antofagasta
10505,C009,Minera Altiplano S.A.,Minería,Grande,Valentina Soto,2024-10-16,2024-12-15,76,61-90 días,34364000.0,3481000.0,30883000.0,Acuerdo de Pago,Antofagasta
10506,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Andrés Torres,2023-04-27,2023-06-26,614,>180 días,2403000.0,22000.0,2381000.0,Castigada,Araucanía
10507,C003,Clínica Santa María SpA,Salud,Mediana,Valentina Soto,2024-11-20,2025-01-19,41,31-60 días,7734000.0,0.0,7734000.0,Vencida,Metropolitana
10508,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Paola Muñoz,2023-05-18,2023-07-17,593,>180 días,9120000.0,511000.0,8609000.0,Castigada,Metropolitana
10509,C003,Clínica Santa María SpA,Salud,Mediana,Andrés Torres,2024-01-18,2024-03-03,363,>180 días,10471000.0,283000.0,10188000.0,Castigada,Araucanía
10510,C003,Clínica Santa María SpA,Salud,Mediana,Andrés Torres,2024-08-11,2024-11-09,112,91-180 días,7976000.0,47000.0,7929000.0,Castigada,Araucanía
10511,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Andrés Torres,2024-10-22,2024-12-06,85,61-90 días,2152000.0,894000.0,1258000.0,Acuerdo de Pago,Biobío
10512,C003,Clínica Santa María SpA,Salud,Mediana,Valentina Soto,2023-07-11,2023-09-09,539,>180 días,7163000.0,1657000.0,5506000.0,Acuerdo de Pago,Metropolitana
10513,C014,Hotel Costanera SpA,Turismo,Mediana,Carlos Rojas,2024-01-03,2024-02-02,393,>180 días,2240000.0,134000.0,2106000.0,Castigada,Antofagasta
10514,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2024-06-01,2024-08-30,183,>180 días,60175000.0,3867000.0,56308000.0,Castigada,Antofagasta
10515,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Valentina Soto,2024-03-30,2024-06-28,246,>180 días,2378000.0,28000.0,2350000.0,Castigada,Metropolitana
10516,C013,Seguros Continental S.A.,Seguros,Grande,Paola Muñoz,2025-02-18,2025-04-04,0,0-30 días,35743000.0,0.0,35743000.0,Vigente,Metropolitana
10517,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2023-08-19,2023-10-18,500,>180 días,9229000.0,334000.0,8895000.0,Castigada,Araucanía
10518,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Paola Muñoz,2024-05-22,2024-06-21,253,>180 días,170000.0,14000.0,156000.0,Castigada,Araucanía
10519,C014,Hotel Costanera SpA,Turismo,Mediana,Andrés Torres,2024-01-11,2024-02-10,385,>180 días,8253000.0,3931000.0,4322000.0,Acuerdo de Pago,Araucanía
10520,C004,Transportes Rápido Ltda.,Logística,Pequeña,Carlos Rojas,2024-03-11,2024-04-10,325,>180 días,2631000.0,1149000.0,1482000.0,Acuerdo de Pago,Biobío
10521,C014,Hotel Costanera SpA,Turismo,Mediana,María González,2023-02-03,2023-05-04,667,>180 días,12237000.0,591000.0,11646000.0,Castigada,Antofagasta
10522,C014,Hotel Costanera SpA,Turismo,Mediana,Valentina Soto,2023-05-01,2023-06-15,625,>180 días,2128000.0,106000.0,2022000.0,Castigada,Biobío
10523,C014,Hotel Costanera SpA,Turismo,Mediana,Carlos Rojas,2024-12-28,2025-03-28,0,0-30 días,11213000.0,0.0,11213000.0,Vigente,Araucanía
10524,C003,Clínica Santa María SpA,Salud,Mediana,Valentina Soto,2023-07-31,2023-09-14,534,>180 días,9543000.0,3822000.0,5721000.0,Acuerdo de Pago,Biobío
10525,C009,Minera Altiplano S.A.,Minería,Grande,Paola Muñoz,2023-10-15,2023-11-29,458,>180 días,54272000.0,310000.0,53962000.0,Castigada,Biobío
10526,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Andrés Torres,2023-10-01,2023-10-31,487,>180 días,816000.0,74000.0,742000.0,Castigada,Metropolitana
10527,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Carlos Rojas,2024-11-02,2024-12-17,74,61-90 días,4807000.0,1345000.0,3462000.0,Acuerdo de Pago,Valparaíso
10528,C003,Clínica Santa María SpA,Salud,Mediana,Andrés Torres,2024-12-29,2025-02-27,2,0-30 días,1915000.0,0.0,1915000.0,En Gestión,Antofagasta
10529,C003,Clínica Santa María SpA,Salud,Mediana,Andrés Torres,2024-08-14,2024-10-13,139,91-180 días,1877000.0,26000.0,1851000.0,Castigada,Antofagasta
10530,C002,Supermercados Del Sur S.A.,Retail,Grande,Paola Muñoz,2024-10-10,2024-11-09,112,91-180 días,44932000.0,4043000.0,40889000.0,Castigada,Biobío
10531,C008,Corporación Educacional Norte,Educación,Mediana,María González,2024-05-14,2024-07-13,231,>180 días,10293000.0,577000.0,9716000.0,Castigada,Antofagasta
10532,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Valentina Soto,2024-11-11,2025-01-10,50,31-60 días,1732000.0,0.0,1732000.0,Vencida,Antofagasta
10533,C004,Transportes Rápido Ltda.,Logística,Pequeña,Paola Muñoz,2024-03-15,2024-04-29,306,>180 días,2946000.0,76000.0,2870000.0,Castigada,Biobío
10534,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Andrés Torres,2024-07-14,2024-08-28,185,>180 días,54063000.0,2508000.0,51555000.0,Castigada,Biobío
10535,C015,Servicios Generales del Sur,Servicios,Pequeña,Andrés Torres,2024-11-29,2024-12-29,62,61-90 días,1114000.0,0.0,1114000.0,En Gestión,Metropolitana
10536,C002,Supermercados Del Sur S.A.,Retail,Grande,Andrés Torres,2023-06-11,2023-09-09,539,>180 días,13557000.0,340000.0,13217000.0,Castigada,Valparaíso
10537,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Paola Muñoz,2023-05-16,2023-07-15,595,>180 días,1618000.0,19000.0,1599000.0,Castigada,Metropolitana
10538,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Carlos Rojas,2024-01-05,2024-03-05,361,>180 días,11119000.0,787000.0,10332000.0,Castigada,Metropolitana
10539,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Carlos Rojas,2024-10-02,2024-12-01,90,61-90 días,1429000.0,420000.0,1009000.0,Acuerdo de Pago,Antofagasta
10540,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Andrés Torres,2023-04-04,2023-05-04,667,>180 días,14240000.0,953000.0,13287000.0,Castigada,Metropolitana
10541,C003,Clínica Santa María SpA,Salud,Mediana,Andrés Torres,2024-08-30,2024-10-14,138,91-180 días,6765000.0,369000.0,6396000.0,Castigada,Metropolitana
10542,C001,Constructora Los Andes Ltda.,Construcción,Grande,Andrés Torres,2024-12-13,2025-02-11,18,0-30 días,9670000.0,0.0,9670000.0,En Gestión,Valparaíso
10543,C008,Corporación Educacional Norte,Educación,Mediana,María González,2023-03-14,2023-04-28,673,>180 días,1727000.0,35000.0,1692000.0,Castigada,Metropolitana
10544,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Carlos Rojas,2024-01-12,2024-03-12,354,>180 días,24397000.0,1846000.0,22551000.0,Castigada,Valparaíso
10545,C002,Supermercados Del Sur S.A.,Retail,Grande,Carlos Rojas,2024-06-27,2024-07-27,217,>180 días,43954000.0,3866000.0,40088000.0,Castigada,Antofagasta
10546,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Carlos Rojas,2025-01-09,2025-02-23,6,0-30 días,70293000.0,0.0,70293000.0,En Gestión,Antofagasta
10547,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Carlos Rojas,2024-12-04,2025-03-04,0,0-30 días,179000.0,0.0,179000.0,Vigente,Metropolitana
10548,C015,Servicios Generales del Sur,Servicios,Pequeña,Valentina Soto,2023-04-13,2023-05-28,643,>180 días,2737000.0,863000.0,1874000.0,Acuerdo de Pago,Antofagasta
10549,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Carlos Rojas,2024-03-15,2024-05-14,291,>180 días,42336000.0,18155000.0,24181000.0,Acuerdo de Pago,Biobío
10550,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Valentina Soto,2023-03-28,2023-05-12,659,>180 días,11859000.0,242000.0,11617000.0,Castigada,Araucanía
10551,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Paola Muñoz,2024-12-08,2025-01-07,53,31-60 días,5020000.0,0.0,5020000.0,Vencida,Valparaíso
10552,C009,Minera Altiplano S.A.,Minería,Grande,Paola Muñoz,2024-09-13,2024-10-28,124,91-180 días,48320000.0,0.0,48320000.0,En Gestión,Metropolitana
10553,C013,Seguros Continental S.A.,Seguros,Grande,Carlos Rojas,2023-09-03,2023-12-02,455,>180 días,34698000.0,548000.0,34150000.0,Castigada,Antofagasta
10554,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,María González,2024-08-31,2024-09-30,152,91-180 días,12106000.0,1038000.0,11068000.0,Castigada,Biobío
10555,C015,Servicios Generales del Sur,Servicios,Pequeña,Valentina Soto,2023-11-21,2024-01-05,421,>180 días,2952000.0,42000.0,2910000.0,Castigada,Antofagasta
10556,C006,Farmacia Cruz Verde S.A.,Retail,Grande,María González,2024-07-13,2024-08-27,186,>180 días,20151000.0,7289000.0,12862000.0,Acuerdo de Pago,Metropolitana
10557,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,María González,2023-03-11,2023-04-10,691,>180 días,1884000.0,16000.0,1868000.0,Castigada,Metropolitana
10558,C013,Seguros Continental S.A.,Seguros,Grande,Valentina Soto,2024-02-12,2024-04-12,323,>180 días,71181000.0,6884000.0,64297000.0,Castigada,Antofagasta
10559,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,María González,2024-12-19,2025-03-19,0,0-30 días,2037000.0,0.0,2037000.0,Vigente,Araucanía
10560,C009,Minera Altiplano S.A.,Minería,Grande,Paola Muñoz,2024-09-22,2024-11-06,115,91-180 días,52600000.0,14254000.0,38346000.0,Acuerdo de Pago,Metropolitana
10561,C009,Minera Altiplano S.A.,Minería,Grande,Andrés Torres,2023-07-28,2023-09-11,537,>180 días,17168000.0,905000.0,16263000.0,Castigada,Araucanía
10562,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Andrés Torres,2024-10-27,2024-11-26,95,91-180 días,13464000.0,5286000.0,8178000.0,Acuerdo de Pago,Valparaíso
10563,C001,Constructora Los Andes Ltda.,Construcción,Grande,María González,2023-09-08,2023-10-08,510,>180 días,19056000.0,6028000.0,13028000.0,Acuerdo de Pago,Antofagasta
10564,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Carlos Rojas,2024-09-15,2024-10-15,137,91-180 días,1466000.0,628000.0,838000.0,Acuerdo de Pago,Metropolitana
10565,C001,Constructora Los Andes Ltda.,Construcción,Grande,Carlos Rojas,2024-12-25,2025-02-08,21,0-30 días,39445000.0,0.0,39445000.0,En Gestión,Antofagasta
10566,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Carlos Rojas,2024-06-19,2024-08-18,195,>180 días,67119000.0,4779000.0,62340000.0,Castigada,Biobío
10567,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Andrés Torres,2023-05-01,2023-05-31,640,>180 días,796000.0,11000.0,785000.0,Castigada,Biobío
10568,C009,Minera Altiplano S.A.,Minería,Grande,Valentina Soto,2023-03-07,2023-05-06,665,>180 días,31096000.0,11209000.0,19887000.0,Acuerdo de Pago,Metropolitana
10569,C008,Corporación Educacional Norte,Educación,Mediana,Valentina Soto,2024-04-11,2024-06-10,264,>180 días,5933000.0,280000.0,5653000.0,Castigada,Valparaíso
10570,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Valentina Soto,2023-06-11,2023-08-10,569,>180 días,78433000.0,29057000.0,49376000.0,Acuerdo de Pago,Metropolitana
10571,C004,Transportes Rápido Ltda.,Logística,Pequeña,María González,2025-01-28,2025-02-27,2,0-30 días,302000.0,0.0,302000.0,Vencida,Valparaíso
10572,C001,Constructora Los Andes Ltda.,Construcción,Grande,Carlos Rojas,2024-04-28,2024-06-27,247,>180 días,18116000.0,1516000.0,16600000.0,Castigada,Valparaíso
10573,C015,Servicios Generales del Sur,Servicios,Pequeña,Carlos Rojas,2023-02-06,2023-05-07,664,>180 días,2113000.0,108000.0,2005000.0,Castigada,Antofagasta
10574,C015,Servicios Generales del Sur,Servicios,Pequeña,Paola Muñoz,2025-01-07,2025-03-08,0,0-30 días,196000.0,0.0,196000.0,Vigente,Metropolitana
10575,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,María González,2024-01-17,2024-02-16,379,>180 días,2821000.0,246000.0,2575000.0,Castigada,Valparaíso
10576,C004,Transportes Rápido Ltda.,Logística,Pequeña,María González,2024-06-12,2024-07-12,232,>180 días,2028000.0,414000.0,1614000.0,Acuerdo de Pago,Antofagasta
10577,C014,Hotel Costanera SpA,Turismo,Mediana,Valentina Soto,2023-10-17,2023-12-16,441,>180 días,10390000.0,115000.0,10275000.0,Castigada,Antofagasta
10578,C001,Constructora Los Andes Ltda.,Construcción,Grande,Paola Muñoz,2024-01-13,2024-02-27,368,>180 días,38529000.0,2106000.0,36423000.0,Castigada,Araucanía
10579,C004,Transportes Rápido Ltda.,Logística,Pequeña,Andrés Torres,2024-04-20,2024-06-19,255,>180 días,421000.0,18000.0,403000.0,Castigada,Valparaíso
10580,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Andrés Torres,2024-07-13,2024-08-27,186,>180 días,2762000.0,77000.0,2685000.0,Castigada,Metropolitana
10581,C004,Transportes Rápido Ltda.,Logística,Pequeña,María González,2024-07-08,2024-09-06,176,91-180 días,2741000.0,207000.0,2534000.0,Castigada,Biobío
10582,C001,Constructora Los Andes Ltda.,Construcción,Grande,Paola Muñoz,2025-02-16,2025-05-17,0,0-30 días,65368000.0,0.0,65368000.0,Vigente,Metropolitana
10583,C004,Transportes Rápido Ltda.,Logística,Pequeña,María González,2024-06-26,2024-08-10,203,>180 días,2505000.0,71000.0,2434000.0,Castigada,Valparaíso
10584,C012,Ferretería Industrial Ltda.,Comercio,Pequeña,Carlos Rojas,2023-10-14,2023-11-13,474,>180 días,2141000.0,116000.0,2025000.0,Castigada,Araucanía
10585,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,María González,2024-12-18,2025-02-16,13,0-30 días,136000.0,0.0,136000.0,Vencida,Araucanía
10586,C002,Supermercados Del Sur S.A.,Retail,Grande,Andrés Torres,2024-06-01,2024-07-16,228,>180 días,40158000.0,1194000.0,38964000.0,Castigada,Metropolitana
10587,C010,Tecnologías del Pacífico Ltda.,TI,Pequeña,Carlos Rojas,2024-08-04,2024-09-03,179,91-180 días,240000.0,22000.0,218000.0,Castigada,Valparaíso
10588,C005,Inmobiliaria Horizonte S.A.,Inmobiliaria,Mediana,Andrés Torres,2023-09-25,2023-11-24,463,>180 días,10349000.0,4729000.0,5620000.0,Acuerdo de Pago,Biobío
10589,C006,Farmacia Cruz Verde S.A.,Retail,Grande,Carlos Rojas,2024-04-08,2024-06-07,267,>180 días,18900000.0,1502000.0,17398000.0,Castigada,Valparaíso
10590,C013,Seguros Continental S.A.,Seguros,Grande,Carlos Rojas,2024-08-21,2024-09-20,162,91-180 días,7600000.0,3361000.0,4239000.0,Acuerdo de Pago,Antofagasta
10591,C008,Corporación Educacional Norte,Educación,Mediana,Paola Muñoz,2023-11-18,2024-02-16,379,>180 días,1891000.0,113000.0,1778000.0,Castigada,Valparaíso
10592,C008,Corporación Educacional Norte,Educación,Mediana,María González,2023-11-12,2024-02-10,385,>180 días,2314000.0,155000.0,2159000.0,Castigada,Metropolitana
10593,C003,Clínica Santa María SpA,Salud,Mediana,Valentina Soto,2024-12-03,2025-02-01,28,0-30 días,13306000.0,0.0,13306000.0,En Gestión,Metropolitana
10594,C004,Transportes Rápido Ltda.,Logística,Pequeña,Carlos Rojas,2023-12-02,2024-01-16,410,>180 días,1019000.0,44000.0,975000.0,Castigada,Biobío
10595,C007,Restaurante El Huerto SpA,Gastronomía,Pequeña,Paola Muñoz,2024-06-09,2024-07-09,235,>180 días,2688000.0,746000.0,1942000.0,Acuerdo de Pago,Valparaíso
10596,C001,Constructora Los Andes Ltda.,Construcción,Grande,Valentina Soto,2024-02-19,2024-05-19,286,>180 días,50532000.0,3551000.0,46981000.0,Castigada,Valparaíso
10597,C002,Supermercados Del Sur S.A.,Retail,Grande,Carlos Rojas,2024-04-18,2024-05-18,287,>180 días,22808000.0,5789000.0,17019000.0,Acuerdo de Pago,Metropolitana
10598,C001,Constructora Los Andes Ltda.,Construcción,Grande,Andrés Torres,2023-03-05,2023-04-19,682,>180 días,41575000.0,2497000.0,39078000.0,Castigada,Biobío
10599,C011,Agrícola Valle Verde SpA,Agricultura,Mediana,Paola Muñoz,2024-10-07,2024-11-06,115,91-180 días,8088000.0,57000.0,8031000.0,Castigada,Metropolitana
10600,C001,Constructora Los Andes Ltda.,Construcción,Grande,Andrés Torres,2023-03-08,2023-04-22,679,>180 días,24079000.0,2848000.0,21231000.0,Acuerdo de Pago,Valparaíso
